shop_id,item_id,date_block_num,month,year,month_sin,month_cos,global_mean,global_sum,global_pairs,item_mean,item_shops,shop_mean,shop_items,log_price_last,item_log_price_mean,price_gap_item,price_missing_last,cnt_lag_1,cnt_lag_2,cnt_lag_3,cnt_lag_4,cnt_lag_5,cnt_lag_6,cnt_lag_12,sum_3,mean_3,std_3,max_3,nz_3,sum_6,mean_6,std_6,max_6,nz_6,rate_6,mean_nonzero_6,interval_6,active_1,dead_6,recency,trend_1_3,trend_1_12,ratio_1_12,sold_cum_lag1,log_sales_cum_lag1,never_sold_before
2,1389,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,2.0357144,28.0,1.6295455,440.0,7.243513,7.243513,0.0,0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.81649655,2.0,2,3.0,0.5,0.7637626,2.0,1,0.16666667,2.9999971,5.9999943,1,0,1,-1.0,-1.0,0.49999976,4,2.8332133,0
2,1466,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.3571428,14.0,1.6295455,440.0,6.9077554,6.8714247,0.0363307,0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,1.3333334,0.942809,2.0,2,5.0,0.8333333,0.89752746,2.0,1,0.16666667,4.999995,5.9999943,1,0,1,0.0,2.0,2e+06,3,1.7917595,0
2,1486,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.2941177,17.0,1.6295455,440.0,7.090077,7.090077,0.0,0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,10.0,3.3333333,1.6996733,5.0,3,10.0,1.6666666,2.0548048,5.0,1,0.16666667,9.99999,5.9999943,1,0,1,-4.0,1.0,1e+06,3,2.3978953,0
2,1523,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.55,20.0,1.6295455,440.0,6.684612,6.684612,0.0,0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.81649655,2.0,2,4.0,0.6666667,0.74535596,2.0,1,0.16666667,3.9999962,5.9999943,1,0,1,-1.0,1.0,1e+06,20,3.637586,0
2,1534,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.2666667,15.0,1.6295455,440.0,7.17012,7.0813613,0.08875847,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.6666667,0.4714045,1.0,2,3.0,0.5,0.5,1.0,1,0.16666667,2.9999971,5.9999943,1,0,1,1.0,0.0,0.99999905,6,1.9459101,0
2,1535,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.2222222,18.0,1.6295455,440.0,7.6009026,7.6009026,0.0,0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,1.3333334,1.2472191,3.0,2,6.0,1.0,1.1547005,3.0,1,0.16666667,5.9999943,5.9999943,1,0,1,-2.0,1.0,1e+06,6,2.3978953,0
2,1540,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.56,25.0,1.6295455,440.0,7.6009026,7.6009026,0.0,0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,13.0,4.3333335,1.6996727,6.0,3,13.0,2.1666667,2.477678,6.0,1,0.16666667,12.999988,5.9999943,1,0,1,-3.0,2.0,2e+06,3,2.6390574,0
2,1556,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.6666666,6.0,1.6295455,440.0,7.6009026,7.256062,0.34484053,0,1.0,0.0,3.0,3.0,0.0,3.0,20.0,4.0,1.3333334,1.2472191,3.0,2,10.0,1.6666666,1.3743685,3.0,1,0.16666667,9.99999,5.9999943,1,0,1,-2.0,-19.0,0.049999997,10,4.1108737,0
2,1560,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.5833334,12.0,1.6295455,440.0,7.495542,7.4871736,0.008368492,0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,1.4142135,4.0,3,6.0,1.0,1.4142135,4.0,1,0.16666667,5.9999943,5.9999943,1,0,1,-3.0,1.0,1e+06,3,1.9459101,0
2,1563,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.75,20.0,1.6295455,440.0,7.090077,7.0121155,0.077961445,0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,6.0,2.0,1.4142135,4.0,3,7.0,1.1666666,1.3437097,4.0,1,0.16666667,6.9999933,5.9999943,1,0,1,-3.0,1.0,1e+06,6,2.3025851,0
2,1569,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.2857143,7.0,1.6295455,440.0,7.6009026,7.3132205,0.28768206,0,1.0,0.0,1.0,1.0,0.0,2.0,6.0,2.0,0.6666667,0.4714045,1.0,2,5.0,0.8333333,0.6871843,2.0,1,0.16666667,4.999995,5.9999943,1,0,1,0.0,-5.0,0.16666664,10,3.0910425,0
2,1571,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.3846154,13.0,1.6295455,440.0,6.9077554,6.9077554,0.0,0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,1.3333334,1.2472191,3.0,2,5.0,0.8333333,1.0671874,3.0,1,0.16666667,4.999995,5.9999943,1,0,1,-2.0,1.0,1e+06,3,1.7917595,0
2,1578,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,5.6571426,35.0,1.6295455,440.0,9.1049795,9.092095,0.01288414,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.3333334,1.8856181,4.0,1,4.0,0.6666667,1.490712,4.0,1,0.16666667,3.9999962,5.9999943,1,0,1,4.0,4.0,4e+06,1,1.609438,0
2,1579,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.2105263,19.0,1.6295455,440.0,9.1049795,9.093121,0.01185894,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333334,0.47140452,1.0,1,1.0,0.16666667,0.372678,1.0,1,0.16666667,0.99999905,5.9999943,1,0,1,1.0,1.0,1e+06,1,0.6931472,0
2,1583,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,12.682927,41.0,1.6295455,440.0,8.280626,8.274595,0.0060310364,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,4.2426405,9.0,1,9.0,1.5,3.354102,9.0,1,0.16666667,8.999991,5.9999943,1,0,1,9.0,9.0,9e+06,1,2.3025851,0
