shop_id,item_id,prediction,forecast_month
2,502,0.031845793,next_month
2,503,0.44222835,next_month
2,504,0.73721105,next_month
2,505,1.1817014,next_month
2,508,2.6844726,next_month
2,515,1.4519095,next_month
2,521,0.26117522,next_month
2,524,0.81386787,next_month
2,528,0.81239563,next_month
2,536,0.41941327,next_month
2,539,0.052895036,next_month
2,544,2.1832962,next_month
2,547,0.99532294,next_month
2,560,0.5905263,next_month
2,562,0.28471822,next_month
2,563,1.6946219,next_month
2,566,0.06039208,next_month
2,568,0.51586276,next_month
2,571,0.025689391,next_month
2,578,0.06040106,next_month
2,583,0.36020428,next_month
2,585,0.61642164,next_month
2,592,1.2305094,next_month
2,616,0.8808263,next_month
2,638,0.8657412,next_month
2,639,0.29277736,next_month
2,640,0.80225223,next_month
2,649,0.08205647,next_month
2,650,0.23894036,next_month
2,652,0.19792993,next_month
2,653,0.6258256,next_month
2,655,0.16349389,next_month
2,656,0.031845793,next_month
2,663,0.22594191,next_month
2,676,0.1937076,next_month
2,680,0.06970757,next_month
2,684,0.28047037,next_month
2,686,0.13818738,next_month
2,687,0.24871434,next_month
2,688,0.20644793,next_month
2,701,0.11107659,next_month
2,719,7.117876,next_month
2,758,0.13924806,next_month
2,762,0.07412916,next_month
2,772,0.1148423,next_month
2,773,0.26847985,next_month
2,784,0.3529259,next_month
2,787,0.4276433,next_month
2,790,0.8616234,next_month
2,792,0.21048386,next_month
2,794,0.08800887,next_month
2,797,0.11766476,next_month
2,798,0.2346129,next_month
2,799,0.3871233,next_month
2,800,0.03556095,next_month
2,801,0.86605704,next_month
2,803,2.526206,next_month
2,805,0.084130146,next_month
2,806,0.7431819,next_month
2,829,0.5400888,next_month
2,831,0.5605649,next_month
2,832,1.1633182,next_month
2,833,0.031845793,next_month
2,835,0.24275583,next_month
2,837,0.3228189,next_month
2,838,0.14452231,next_month
2,839,0.62607,next_month
2,841,0.031845793,next_month
2,842,0.031845793,next_month
2,843,0.031845793,next_month
2,846,0.102386735,next_month
2,849,0.031845793,next_month
2,856,0.06665011,next_month
2,858,0.12887685,next_month
2,859,0.21431117,next_month
2,868,3.3635323,next_month
2,888,0.2506134,next_month
2,892,0.10206637,next_month
2,900,0.13505386,next_month
2,902,0.2592464,next_month
2,907,0.19308634,next_month
2,924,0.100337654,next_month
2,927,0.19226986,next_month
2,938,0.25950155,next_month
2,939,0.2046693,next_month
2,940,0.2623679,next_month
2,961,0.8356445,next_month
2,968,0.37621093,next_month
2,969,0.10709242,next_month
2,970,0.3254501,next_month
2,971,0.061584678,next_month
2,972,0.031845793,next_month
2,975,0.10001453,next_month
2,978,0.20125559,next_month
2,979,0.70195836,next_month
2,982,0.08520393,next_month
2,986,1.8026525,next_month
2,988,1.961399,next_month
2,1007,2.9576666,next_month
2,1010,1.1569288,next_month
2,1012,0.031845793,next_month
2,1016,0.21856686,next_month
2,1018,0.16376556,next_month
2,1023,1.1569881,next_month
2,1037,0.1792736,next_month
2,1041,0.06805944,next_month
2,1074,0.23535194,next_month
2,1075,0.119929045,next_month
2,1077,0.031845793,next_month
2,1087,0.15879543,next_month
2,1090,0.21697877,next_month
2,1100,0.031845793,next_month
2,1101,0.031845793,next_month
2,1102,0.19272925,next_month
2,1104,0.7849912,next_month
2,1121,0.5851745,next_month
2,1131,0.14820604,next_month
2,1132,0.199212,next_month
2,1133,0.09422181,next_month
2,1142,0.55393,next_month
2,1156,2.8289206,next_month
2,1175,1.0394039,next_month
2,1176,0.031845793,next_month
2,1177,0.031845793,next_month
2,1182,0.031845793,next_month
2,1184,0.118133724,next_month
2,1189,1.1975396,next_month
2,1192,0.1331129,next_month
2,1193,0.031845793,next_month
2,1199,0.031845793,next_month
2,1201,0.050218023,next_month
2,1202,1.2069932,next_month
2,1204,0.2812765,next_month
2,1215,0.11805288,next_month
2,1224,0.09735791,next_month
2,1231,0.055763766,next_month
2,1232,0.240732,next_month
2,1233,0.05172894,next_month
2,1238,0.17203975,next_month
2,1239,0.2613507,next_month
2,1241,0.102074884,next_month
2,1246,1.2455997,next_month
2,1247,0.37107807,next_month
2,1249,0.19355398,next_month
2,1252,0.031845793,next_month
2,1253,0.031845793,next_month
2,1254,0.56410694,next_month
2,1256,2.1373956,next_month
2,1257,0.34549585,next_month
2,1284,0.3377835,next_month
2,1288,0.1701525,next_month
2,1290,0.12719873,next_month
2,1292,0.044349384,next_month
2,1293,0.031845793,next_month
2,1294,0.39281905,next_month
2,1295,0.039438117,next_month
2,1296,0.12446839,next_month
2,1297,0.0557315,next_month
2,1298,0.094720036,next_month
2,1299,0.4015761,next_month
2,1306,0.8914309,next_month
2,1307,0.13487898,next_month
2,1315,0.21753205,next_month
2,1322,0.35402167,next_month
2,1324,0.07190653,next_month
2,1325,0.053423934,next_month
2,1329,0.031845793,next_month
2,1332,0.031845793,next_month
2,1333,0.24195404,next_month
2,1334,1.3840735,next_month
2,1341,0.54099685,next_month
2,1359,0.393408,next_month
2,1364,0.054497745,next_month
2,1377,0.3855635,next_month
2,1384,0.211423,next_month
2,1385,0.23705299,next_month
2,1386,1.3928113,next_month
2,1387,0.2761345,next_month
2,1388,3.3012793,next_month
2,1389,0.25647143,next_month
2,1390,0.3016,next_month
2,1391,0.34402782,next_month
2,1394,0.14781521,next_month
2,1405,0.032863684,next_month
2,1406,0.10386926,next_month
2,1409,0.22630844,next_month
2,1413,0.03587878,next_month
2,1424,0.11220059,next_month
2,1432,0.42729047,next_month
2,1433,0.03723837,next_month
2,1434,0.2625646,next_month
2,1435,0.23160702,next_month
2,1436,0.33343732,next_month
2,1437,1.4730003,next_month
2,1453,0.15117793,next_month
2,1454,0.1216611,next_month
2,1464,0.5921298,next_month
2,1465,11.429683,next_month
2,1466,0.11437527,next_month
2,1467,0.17342418,next_month
2,1469,1.0466782,next_month
2,1483,0.293237,next_month
2,1484,0.38673735,next_month
2,1485,0.19361944,next_month
2,1486,0.15567869,next_month
2,1492,0.092929095,next_month
2,1493,0.5020377,next_month
2,1495,0.37867966,next_month
2,1496,0.13663904,next_month
2,1506,0.03587878,next_month
2,1515,0.6921326,next_month
2,1519,0.149797,next_month
2,1523,0.18824282,next_month
2,1534,0.05873185,next_month
2,1535,0.09621392,next_month
2,1537,0.36278448,next_month
2,1538,0.12285573,next_month
2,1539,0.3808327,next_month
2,1540,0.91541433,next_month
2,1541,0.4275211,next_month
2,1544,0.27130884,next_month
2,1545,0.031845793,next_month
2,1547,0.10528243,next_month
2,1548,0.17176765,next_month
2,1555,0.43140846,next_month
2,1556,0.67292035,next_month
2,1557,0.41760975,next_month
2,1559,0.2314625,next_month
2,1560,0.057159472,next_month
2,1562,0.22012559,next_month
2,1563,0.18239897,next_month
2,1564,0.19010115,next_month
2,1565,0.2818841,next_month
2,1567,0.29551688,next_month
2,1569,0.4035203,next_month
2,1570,0.500632,next_month
2,1571,0.22726361,next_month
2,1572,0.08316746,next_month
2,1573,0.35138202,next_month
2,1574,0.24661842,next_month
2,1575,1.709948,next_month
2,1576,0.12789713,next_month
2,1577,0.13894987,next_month
2,1578,0.18917073,next_month
2,1579,0.06919992,next_month
2,1580,0.8019196,next_month
2,1581,0.13340014,next_month
2,1582,0.55956507,next_month
2,1583,0.5936891,next_month
2,1584,0.1403801,next_month
2,1585,0.02832767,next_month
2,1586,0.05403685,next_month
2,1587,0.16517483,next_month
2,1588,0.17773664,next_month
2,1599,0.031845793,next_month
2,1610,0.1262318,next_month
2,1611,0.25138804,next_month
2,1618,0.49165502,next_month
2,1622,0.21442953,next_month
2,1663,0.26537156,next_month
2,1669,0.47497615,next_month
2,1670,0.18999986,next_month
2,1673,0.6373574,next_month
2,1679,0.17295961,next_month
2,1682,0.0680005,next_month
2,1683,0.031845793,next_month
2,1686,0.9068746,next_month
2,1687,0.095616244,next_month
2,1716,0.072526544,next_month
2,1717,3.363842,next_month
2,1721,2.0986922,next_month
2,1725,0.1163473,next_month
2,1729,0.40312153,next_month
2,1730,0.18437076,next_month
2,1732,0.40138152,next_month
2,1740,0.14159752,next_month
2,1741,0.22867022,next_month
2,1743,0.083329745,next_month
2,1753,0.031845793,next_month
2,1754,0.4082384,next_month
2,1761,0.76645327,next_month
2,1775,0.32522357,next_month
2,1783,0.33805522,next_month
2,1788,0.5048313,next_month
2,1789,3.068263,next_month
2,1792,0.53795946,next_month
2,1793,0.7659829,next_month
2,1794,0.46679047,next_month
2,1809,0.60620064,next_month
2,1811,0.031845793,next_month
2,1813,0.03578424,next_month
2,1814,0.10206637,next_month
2,1815,0.38292202,next_month
2,1816,0.031845793,next_month
2,1817,1.3606526,next_month
2,1819,0.8315095,next_month
2,1820,0.149243,next_month
2,1829,1.7501718,next_month
2,1837,1.8266019,next_month
2,1846,0.61822873,next_month
2,1847,0.16716024,next_month
2,1856,0.2907149,next_month
2,1857,0.20244434,next_month
2,1859,1.9744027,next_month
2,1864,0.49893966,next_month
2,1865,0.46453255,next_month
2,1866,0.26621184,next_month
2,1867,1.788541,next_month
2,1876,0.23611106,next_month
2,1877,0.453764,next_month
2,1878,0.3661606,next_month
2,1879,0.16532971,next_month
2,1880,0.06912225,next_month
2,1881,0.10436287,next_month
2,1884,0.3100355,next_month
2,1885,0.10422992,next_month
2,1905,0.4302961,next_month
2,1914,0.031845793,next_month
2,1916,0.03920739,next_month
2,1963,1.6720396,next_month
2,1965,0.6860678,next_month
2,1969,0.10690607,next_month
2,1970,0.23833434,next_month
2,1971,0.20424719,next_month
2,1988,0.28519985,next_month
2,1993,1.5465373,next_month
2,2001,2.094323,next_month
2,2004,0.8153852,next_month
2,2031,0.11029349,next_month
2,2035,0.20724243,next_month
2,2036,0.029669857,next_month
2,2039,0.19210358,next_month
2,2040,0.031845793,next_month
2,2047,0.031845793,next_month
2,2049,1.1387652,next_month
2,2050,0.21353759,next_month
2,2059,0.28941146,next_month
2,2062,0.08708164,next_month
2,2078,3.4058242,next_month
2,2081,0.031845793,next_month
2,2088,0.031845793,next_month
2,2090,0.031845793,next_month
2,2100,0.031845793,next_month
2,2104,0.4209439,next_month
2,2119,1.3133712,next_month
2,2129,0.21615392,next_month
2,2131,0.6550728,next_month
2,2140,0.19489636,next_month
2,2141,0.2227017,next_month
2,2152,0.031845793,next_month
2,2153,0.27348974,next_month
2,2164,0.94324046,next_month
2,2182,0.2493952,next_month
2,2183,0.646469,next_month
2,2187,0.55593663,next_month
2,2191,0.05886809,next_month
2,2196,0.083329745,next_month
2,2206,0.10672659,next_month
2,2210,0.5756332,next_month
2,2213,0.06289654,next_month
2,2215,0.47216105,next_month
2,2226,0.3853497,next_month
2,2232,0.35799474,next_month
2,2235,0.11416436,next_month
2,2244,0.18241322,next_month
2,2252,0.38014117,next_month
2,2254,0.13677573,next_month
2,2264,0.20909595,next_month
2,2267,0.46712723,next_month
2,2269,0.22019385,next_month
2,2270,0.18382701,next_month
2,2271,0.2079585,next_month
2,2272,0.31020182,next_month
2,2275,0.18105227,next_month
2,2276,0.1853,next_month
2,2277,0.16025715,next_month
2,2283,0.17583263,next_month
2,2284,0.34657505,next_month
2,2285,0.13371804,next_month
2,2286,0.37769708,next_month
2,2287,0.031845793,next_month
2,2288,0.99970853,next_month
2,2293,0.6418226,next_month
2,2297,15.559763,next_month
2,2306,0.82532245,next_month
2,2308,0.42520222,next_month
2,2311,0.291901,next_month
2,2317,0.6389407,next_month
2,2320,0.23506653,next_month
2,2322,0.08411463,next_month
2,2323,0.031845793,next_month
2,2324,0.052471817,next_month
2,2325,0.20341665,next_month
2,2326,0.38994685,next_month
2,2327,0.2556644,next_month
2,2328,0.08763386,next_month
2,2334,0.03587878,next_month
2,2335,0.89559156,next_month
2,2336,0.9746094,next_month
2,2337,0.047763158,next_month
2,2338,0.22738872,next_month
2,2354,0.046309136,next_month
2,2360,0.20754385,next_month
2,2369,0.031845793,next_month
2,2376,0.031845793,next_month
2,2378,0.1610948,next_month
2,2379,0.240732,next_month
2,2380,0.6413086,next_month
2,2401,0.38552943,next_month
2,2405,0.514363,next_month
2,2416,0.31345302,next_month
2,2420,0.2524276,next_month
2,2422,2.5343883,next_month
2,2423,0.28563702,next_month
2,2424,0.031845793,next_month
2,2425,0.6012683,next_month
2,2426,0.031845793,next_month
2,2427,0.2548248,next_month
2,2428,0.22181693,next_month
2,2429,0.13149291,next_month
2,2430,0.031845793,next_month
2,2431,3.1117215,next_month
2,2434,0.39161724,next_month
2,2442,0.031845793,next_month
2,2443,0.29458278,next_month
2,2445,0.33186454,next_month
2,2458,0.083329745,next_month
2,2461,1.1437554,next_month
2,2470,1.0159813,next_month
2,2484,1.2530622,next_month
2,2490,0.12251328,next_month
2,2492,0.95403296,next_month
2,2498,0.2241634,next_month
2,2508,0.2100629,next_month
2,2523,0.16061848,next_month
2,2529,0.16526794,next_month
2,2531,0.031845793,next_month
2,2536,0.04787713,next_month
2,2540,0.031845793,next_month
2,2544,0.1685195,next_month
2,2550,0.45672706,next_month
2,2569,0.54517776,next_month
2,2574,0.37364176,next_month
2,2576,0.44678795,next_month
2,2577,0.26391375,next_month
2,2578,0.77037215,next_month
2,2581,1.1695893,next_month
2,2585,0.16530159,next_month
2,2591,0.60903966,next_month
2,2592,0.23674819,next_month
2,2594,0.16914661,next_month
2,2597,0.02863642,next_month
2,2600,0.0648181,next_month
2,2607,0.031845793,next_month
2,2614,0.4220477,next_month
2,2615,0.09372761,next_month
2,2623,0.07889558,next_month
2,2625,0.031845793,next_month
2,2626,0.051649034,next_month
2,2634,0.031845793,next_month
2,2635,0.1151108,next_month
2,2637,0.2716817,next_month
2,2639,0.19857419,next_month
2,2652,0.8096161,next_month
2,2663,0.031845793,next_month
2,2664,0.11731931,next_month
2,2671,0.15278651,next_month
2,2678,0.06520405,next_month
2,2688,0.09626747,next_month
2,2690,0.18057732,next_month
2,2693,0.12636927,next_month
2,2695,0.1433619,next_month
2,2696,0.18771519,next_month
2,2697,0.031845793,next_month
2,2698,0.33410427,next_month
2,2699,0.61705273,next_month
2,2700,0.23931496,next_month
2,2703,0.07263736,next_month
2,2707,0.22730342,next_month
2,2708,0.18770139,next_month
2,2722,0.16303848,next_month
2,2743,0.031845793,next_month
2,2744,0.22225794,next_month
2,2753,0.20200935,next_month
2,2754,0.95752996,next_month
2,2755,0.1320844,next_month
2,2757,0.10302774,next_month
2,2760,0.032580342,next_month
2,2777,0.098273896,next_month
2,2778,0.14022423,next_month
2,2779,0.04531979,next_month
2,2780,0.3012441,next_month
2,2781,0.2485169,next_month
2,2782,0.16332921,next_month
2,2785,0.4601993,next_month
2,2787,0.9121499,next_month
2,2788,0.16527869,next_month
2,2789,0.031845793,next_month
2,2791,0.031845793,next_month
2,2799,0.32301244,next_month
2,2808,0.031845793,next_month
2,2810,0.031845793,next_month
2,2813,0.1494121,next_month
2,2816,0.02832767,next_month
2,2817,0.03587878,next_month
2,2818,0.031845793,next_month
2,2819,0.02832767,next_month
2,2834,0.51721627,next_month
2,2837,0.14120832,next_month
2,2838,0.24410044,next_month
2,2839,0.9190244,next_month
2,2840,2.6289284,next_month
2,2851,0.3738842,next_month
2,2852,1.0237716,next_month
2,2853,0.5947283,next_month
2,2856,2.4444985,next_month
2,2859,0.23643245,next_month
2,2860,0.21687716,next_month
2,2861,0.24717277,next_month
2,2862,0.12517205,next_month
2,2863,0.08405271,next_month
2,2864,0.1752043,next_month
2,2865,0.108998425,next_month
2,2866,0.33777618,next_month
2,2867,0.6642101,next_month
2,2868,0.06557342,next_month
2,2869,0.059922833,next_month
2,2870,0.10883222,next_month
2,2871,0.07416546,next_month
2,2872,0.121016756,next_month
2,2873,0.16195576,next_month
2,2874,0.064204656,next_month
2,2875,0.6020515,next_month
2,2876,0.27436218,next_month
2,2877,0.833053,next_month
2,2878,0.031845793,next_month
2,2879,0.031845793,next_month
2,2880,0.031845793,next_month
2,2882,0.9456571,next_month
2,2883,0.711861,next_month
2,2884,0.42872134,next_month
2,2885,0.3045277,next_month
2,2886,0.068991594,next_month
2,2918,0.25180665,next_month
2,2919,0.031845793,next_month
2,2921,0.55709624,next_month
2,2922,0.42608625,next_month
2,2936,0.6733566,next_month
2,2937,0.2971046,next_month
2,2939,0.30839834,next_month
2,2940,0.18909581,next_month
2,2943,0.12947044,next_month
2,2944,0.17489475,next_month
2,2946,0.13041127,next_month
2,2951,0.032580342,next_month
2,2954,0.24304627,next_month
2,2955,0.10322167,next_month
2,2956,0.8871042,next_month
2,2958,0.2650039,next_month
2,2959,0.031845793,next_month
2,2964,0.1306699,next_month
2,2966,0.22595988,next_month
2,2969,0.13360202,next_month
2,2971,0.30732077,next_month
2,2972,0.635845,next_month
2,2975,0.22539365,next_month
2,2976,0.040372457,next_month
2,2987,0.19762352,next_month
2,3000,0.031845793,next_month
2,3002,0.53829837,next_month
2,3007,0.08330139,next_month
2,3014,0.052825443,next_month
2,3022,0.2136424,next_month
2,3023,0.19347662,next_month
2,3026,0.90022606,next_month
2,3027,0.20591423,next_month
2,3028,0.09855906,next_month
2,3034,0.26810366,next_month
2,3042,0.20374604,next_month
2,3054,0.9745646,next_month
2,3071,0.13400735,next_month
2,3072,0.074154176,next_month
2,3076,0.1055252,next_month
2,3077,0.38835368,next_month
2,3079,0.23813526,next_month
2,3080,0.02832767,next_month
2,3082,0.7066454,next_month
2,3096,0.06968938,next_month
2,3101,0.32157555,next_month
2,3106,0.09110305,next_month
2,3107,0.031845793,next_month
2,3108,0.41918924,next_month
2,3115,0.38607156,next_month
2,3134,0.14087792,next_month
2,3136,0.13212027,next_month
2,3139,0.14449246,next_month
2,3140,0.40495422,next_month
2,3141,0.24409336,next_month
2,3144,0.45288745,next_month
2,3146,0.77625054,next_month
2,3148,0.45952743,next_month
2,3150,0.4271462,next_month
2,3153,0.7428686,next_month
2,3156,0.031845793,next_month
2,3158,0.10866562,next_month
2,3159,0.1233637,next_month
2,3160,0.031845793,next_month
2,3168,0.37299415,next_month
2,3170,0.42520222,next_month
2,3182,0.3162914,next_month
2,3216,0.33805522,next_month
2,3217,0.25109607,next_month
2,3218,0.031845793,next_month
2,3219,0.07224302,next_month
2,3221,0.15327117,next_month
2,3227,0.18607672,next_month
2,3229,0.13193151,next_month
2,3230,0.11305352,next_month
2,3231,0.5061779,next_month
2,3232,0.031845793,next_month
2,3234,0.046019584,next_month
2,3235,0.1674637,next_month
2,3236,0.39613378,next_month
2,3237,1.0564051,next_month
2,3238,0.031845793,next_month
2,3239,1.1188323,next_month
2,3240,1.124976,next_month
2,3243,0.092657804,next_month
2,3244,0.031845793,next_month
2,3245,0.07709321,next_month
2,3263,0.11571967,next_month
2,3268,0.10683078,next_month
2,3271,1.9369004,next_month
2,3272,0.6943772,next_month
2,3273,0.3945936,next_month
2,3274,0.07988487,next_month
2,3277,0.46973437,next_month
2,3278,0.15867977,next_month
2,3280,0.09087642,next_month
2,3282,0.26946858,next_month
2,3284,0.15238424,next_month
2,3286,0.031845793,next_month
2,3290,0.031845793,next_month
2,3316,0.1595446,next_month
2,3328,0.37223098,next_month
2,3329,0.28952554,next_month
2,3331,1.3745887,next_month
2,3333,0.07694521,next_month
2,3334,0.3502063,next_month
2,3335,0.59041834,next_month
2,3338,0.69468546,next_month
2,3340,0.031845793,next_month
2,3341,0.9707108,next_month
2,3342,0.07874322,next_month
2,3343,0.10018001,next_month
2,3344,1.0614356,next_month
2,3349,0.031845793,next_month
2,3350,0.8433715,next_month
2,3351,0.1512138,next_month
2,3352,0.21518819,next_month
2,3353,0.3185829,next_month
2,3354,0.1860339,next_month
2,3364,0.16587678,next_month
2,3365,0.14387955,next_month
2,3372,0.07746842,next_month
2,3377,0.10100648,next_month
2,3385,0.54716045,next_month
2,3392,0.38408414,next_month
2,3393,0.37292466,next_month
2,3394,0.31021425,next_month
2,3396,0.35473293,next_month
2,3403,0.6682393,next_month
2,3405,0.056972682,next_month
2,3406,0.22990735,next_month
2,3407,0.07709321,next_month
2,3408,0.3297387,next_month
2,3409,0.17613764,next_month
2,3411,2.1750648,next_month
2,3412,0.7091794,next_month
2,3413,0.056272086,next_month
2,3414,0.26417163,next_month
2,3415,0.043068595,next_month
2,3416,0.2754113,next_month
2,3418,0.58579755,next_month
2,3421,0.40506047,next_month
2,3423,0.1759442,next_month
2,3424,1.5816419,next_month
2,3440,0.27964008,next_month
2,3442,0.28101692,next_month
2,3443,0.15536247,next_month
2,3444,0.31708524,next_month
2,3445,0.6257459,next_month
2,3446,0.60303366,next_month
2,3447,0.35498857,next_month
2,3452,0.031845793,next_month
2,3453,0.44622988,next_month
2,3457,0.18124066,next_month
2,3458,0.04531979,next_month
2,3459,0.1151334,next_month
2,3460,0.348045,next_month
2,3462,0.36490202,next_month
2,3464,0.040155098,next_month
2,3466,0.17037937,next_month
2,3472,0.031845793,next_month
2,3473,0.6121582,next_month
2,3477,0.49682042,next_month
2,3479,0.34369007,next_month
2,3480,0.031845793,next_month
2,3484,1.0021445,next_month
2,3485,1.7533637,next_month
2,3500,0.79240596,next_month
2,3525,0.23897812,next_month
2,3528,0.3385437,next_month
2,3535,0.031845793,next_month
2,3537,0.031845793,next_month
2,3538,0.031845793,next_month
2,3541,2.056406,next_month
2,3543,0.031845793,next_month
2,3546,0.1674637,next_month
2,3547,0.5183223,next_month
2,3548,0.8610828,next_month
2,3552,0.031845793,next_month
2,3553,1.396694,next_month
2,3554,0.12960626,next_month
2,3556,0.09913818,next_month
2,3557,0.031845793,next_month
2,3558,0.031845793,next_month
2,3571,0.10123368,next_month
2,3572,0.04151868,next_month
2,3579,0.29089138,next_month
2,3580,0.18252483,next_month
2,3597,0.38707122,next_month
2,3598,0.038247444,next_month
2,3599,0.52189624,next_month
2,3604,0.4754228,next_month
2,3605,0.448437,next_month
2,3609,0.18739633,next_month
2,3617,0.0763686,next_month
2,3620,0.3178702,next_month
2,3622,0.25162217,next_month
2,3624,0.031845793,next_month
2,3627,0.031845793,next_month
2,3633,0.20305784,next_month
2,3634,0.2583299,next_month
2,3635,0.15902916,next_month
2,3640,0.2148415,next_month
2,3641,0.031845793,next_month
2,3651,0.18010668,next_month
2,3652,0.15441415,next_month
2,3656,0.18997438,next_month
2,3657,0.031845793,next_month
2,3659,0.08606927,next_month
2,3673,0.18866445,next_month
2,3675,0.8388922,next_month
2,3676,0.12719873,next_month
2,3677,0.08235736,next_month
2,3678,0.34897456,next_month
2,3683,0.7799416,next_month
2,3686,0.20989427,next_month
2,3688,0.29738486,next_month
2,3689,0.63837224,next_month
2,3692,0.6386824,next_month
2,3695,0.06817008,next_month
2,3707,0.045073543,next_month
2,3708,0.21317811,next_month
2,3713,0.08254789,next_month
2,3714,0.031845793,next_month
2,3715,0.34837443,next_month
2,3719,0.039108645,next_month
2,3726,0.08920082,next_month
2,3731,0.08085017,next_month
2,3732,0.1954087,next_month
2,3733,0.14203991,next_month
2,3734,0.18666211,next_month
2,3735,0.031845793,next_month
2,3744,0.38205835,next_month
2,3746,0.031845793,next_month
2,3753,0.19601412,next_month
2,3755,0.6450949,next_month
2,3756,0.3729766,next_month
2,3757,0.6494215,next_month
2,3758,0.031845793,next_month
2,3759,0.37101632,next_month
2,3760,0.20470317,next_month
2,3769,0.17431946,next_month
2,3774,0.7048211,next_month
2,3777,0.4069991,next_month
2,3778,0.4555807,next_month
2,3787,0.77612364,next_month
2,3797,0.44728526,next_month
2,3802,0.2123323,next_month
2,3818,0.81156486,next_month
2,3821,0.15614684,next_month
2,3822,0.44023487,next_month
2,3823,0.10852332,next_month
2,3831,0.1072901,next_month
2,3832,0.32127285,next_month
2,3833,0.35841122,next_month
2,3835,0.8619868,next_month
2,3837,0.27141744,next_month
2,3838,0.17129995,next_month
2,3839,0.24559748,next_month
2,3840,0.586384,next_month
2,3842,0.17522138,next_month
2,3849,0.3587686,next_month
2,3851,0.52751064,next_month
2,3860,1.2703669,next_month
2,3862,0.3439028,next_month
2,3863,0.99183315,next_month
2,3866,0.21061867,next_month
2,3867,0.3840398,next_month
2,3868,0.2579457,next_month
2,3871,0.14588565,next_month
2,3891,0.33910212,next_month
2,3896,0.6677871,next_month
2,3897,0.32312563,next_month
2,3898,0.14769904,next_month
2,3902,0.25780994,next_month
2,3908,0.075863704,next_month
2,3913,0.05403685,next_month
2,3916,0.17102762,next_month
2,3917,0.13117804,next_month
2,3919,0.2734443,next_month
2,3920,0.096572466,next_month
2,3923,1.2434205,next_month
2,3928,0.09401479,next_month
2,3932,0.031845793,next_month
2,3934,0.70840347,next_month
2,3935,0.44189093,next_month
2,3943,1.6577998,next_month
2,3945,0.31269103,next_month
2,3951,0.52193224,next_month
2,3953,0.3047728,next_month
2,3960,0.23510425,next_month
2,3967,0.06716788,next_month
2,3970,1.1061606,next_month
2,3971,0.38718295,next_month
2,3974,0.02832767,next_month
2,3984,0.43621904,next_month
2,3985,0.1978801,next_month
2,3987,0.030640757,next_month
2,3988,0.2875482,next_month
2,3989,0.26174358,next_month
2,3990,0.039108645,next_month
2,3992,0.67735153,next_month
2,4001,0.08330139,next_month
2,4002,0.08043572,next_month
2,4003,0.2788773,next_month
2,4008,0.17594086,next_month
2,4009,0.21902975,next_month
2,4014,0.15708661,next_month
2,4016,0.515604,next_month
2,4024,0.5805893,next_month
2,4039,0.10509872,next_month
2,4041,0.07122644,next_month
2,4044,0.46052057,next_month
2,4045,0.24161233,next_month
2,4049,0.10302774,next_month
2,4050,0.2897269,next_month
2,4051,0.2272778,next_month
2,4052,0.5052747,next_month
2,4053,0.18831788,next_month
2,4054,0.11420148,next_month
2,4055,0.09501907,next_month
2,4056,0.29176518,next_month
2,4059,0.17431946,next_month
2,4060,0.60061365,next_month
2,4063,0.20100388,next_month
